stamp,year,month,day,hour,minute,weekday,holiday,daylight,rain,volume
2017-06-01 00:00:00,2017,6,1,0,0,4,0.0,0.0,0.0,70.88333333333334
2017-06-01 00:30:00,2017,6,1,0,30,4,0.0,0.0,0.0,69.91666666666667
2017-06-01 01:00:00,2017,6,1,1,0,4,0.0,0.0,0.0,69.73333333333333
2017-06-01 01:30:00,2017,6,1,1,30,4,0.0,0.0,0.0,69.06666666666666
2017-06-01 02:00:00,2017,6,1,2,0,4,0.0,0.0,0.0,70.06666666666666
2017-06-01 02:30:00,2017,6,1,2,30,4,0.0,0.0,0.0,69.71666666666665
2017-06-01 03:00:00,2017,6,1,3,0,4,0.0,0.0,0.0,69.8
2017-06-01 03:30:00,2017,6,1,3,30,4,0.0,0.0,0.0,70.41666666666667
2017-06-01 04:00:00,2017,6,1,4,0,4,0.0,0.0,0.0,70.23333333333333
2017-06-01 04:30:00,2017,6,1,4,30,4,0.0,0.0,0.0,70.23333333333333
2017-06-01 05:00:00,2017,6,1,5,0,4,0.0,0.0,0.0,70.10000000000001
2017-06-01 05:30:00,2017,6,1,5,30,4,0.0,0.0,0.0,69.96666666666665
2017-06-01 06:00:00,2017,6,1,6,0,4,0.0,0.0,0.0,70.06666666666666
2017-06-01 06:30:00,2017,6,1,6,30,4,0.0,0.0,0.0,66.78333333333333
2017-06-01 07:00:00,2017,6,1,7,0,4,0.0,0.0,0.0,64.93333333333332
2017-06-01 07:30:00,2017,6,1,7,30,4,0.0,0.0,0.0,44.949999999999996
2017-06-01 08:00:00,2017,6,1,8,0,4,0.0,0.0,0.0,29.899999999999995
2017-06-01 08:30:00,2017,6,1,8,30,4,0.0,0.0,0.0,26.36666666666667
2017-06-01 09:00:00,2017,6,1,9,0,4,0.0,0.0,0.0,28.75
2017-06-01 09:30:00,2017,6,1,9,30,4,0.0,0.0,0.0,29.28333333333333
2017-06-01 10:00:00,2017,6,1,10,0,4,0.0,0.0,0.0,34.71666666666666
2017-06-01 10:30:00,2017,6,1,10,30,4,0.0,0.0,0.0,59.36666666666667
2017-06-01 11:00:00,2017,6,1,11,0,4,0.0,0.0,0.0,64.25
2017-06-01 11:30:00,2017,6,1,11,30,4,0.0,0.0,0.0,63.0
2017-06-01 12:00:00,2017,6,1,12,0,4,0.0,0.0,0.0,63.53333333333334
2017-06-01 12:30:00,2017,6,1,12,30,4,0.0,0.0,0.0,61.63333333333333
2017-06-01 13:00:00,2017,6,1,13,0,4,0.0,0.0,0.0,61.75
2017-06-01 13:30:00,2017,6,1,13,30,4,0.0,0.0,0.0,60.26666666666667
2017-06-01 14:00:00,2017,6,1,14,0,4,0.0,0.0,0.0,59.33333333333332
2017-06-01 14:30:00,2017,6,1,14,30,4,0.0,0.0,0.0,59.06666666666666
2017-06-01 15:00:00,2017,6,1,15,0,4,0.0,0.0,0.0,58.98333333333333
2017-06-01 15:30:00,2017,6,1,15,30,4,0.0,0.0,0.0,57.61666666666667
2017-06-01 16:00:00,2017,6,1,16,0,4,0.0,0.0,0.0,54.81666666666667
2017-06-01 16:30:00,2017,6,1,16,30,4,0.0,0.0,0.0,55.73333333333333
2017-06-01 17:00:00,2017,6,1,17,0,4,0.0,0.0,0.0,55.20000000000001
2017-06-01 17:30:00,2017,6,1,17,30,4,0.0,0.0,0.0,57.23333333333333
2017-06-01 18:00:00,2017,6,1,18,0,4,0.0,0.0,0.0,57.81666666666667
2017-06-01 18:30:00,2017,6,1,18,30,4,0.0,0.0,0.0,57.35
2017-06-01 19:00:00,2017,6,1,19,0,4,0.0,0.0,0.0,61.0
2017-06-01 19:30:00,2017,6,1,19,30,4,0.0,0.0,0.0,67.78333333333335
2017-06-01 20:00:00,2017,6,1,20,0,4,0.0,0.0,0.0,67.46666666666665
2017-06-01 20:30:00,2017,6,1,20,30,4,0.0,0.0,0.0,68.43333333333335
2017-06-01 21:00:00,2017,6,1,21,0,4,0.0,0.0,0.0,68.95
2017-06-01 21:30:00,2017,6,1,21,30,4,0.0,0.0,0.0,70.86666666666666
2017-06-01 22:00:00,2017,6,1,22,0,4,0.0,0.0,0.0,69.41666666666667
2017-06-01 22:30:00,2017,6,1,22,30,4,0.0,0.0,0.0,70.93333333333334
2017-06-01 23:00:00,2017,6,1,23,0,4,0.0,0.0,0.0,70.0
2017-06-01 23:30:00,2017,6,1,23,30,4,0.0,0.0,0.0,70.08333333333333
2017-06-02 00:00:00,2017,6,2,0,0,5,0.0,0.0,0.0,70.63333333333333
2017-06-02 00:30:00,2017,6,2,0,30,5,0.0,0.0,0.0,69.51666666666667
2017-06-02 01:00:00,2017,6,2,1,0,5,0.0,0.0,0.0,69.55
2017-06-02 01:30:00,2017,6,2,1,30,5,0.0,0.0,0.0,70.18333333333332
2017-06-02 02:00:00,2017,6,2,2,0,5,0.0,0.0,0.0,69.41666666666667
2017-06-02 02:30:00,2017,6,2,2,30,5,0.0,0.0,0.0,69.71666666666665
2017-06-02 03:00:00,2017,6,2,3,0,5,0.0,0.0,0.0,70.16666666666667
2017-06-02 03:30:00,2017,6,2,3,30,5,0.0,0.0,0.0,69.43333333333334
2017-06-02 04:00:00,2017,6,2,4,0,5,0.0,0.0,0.0,70.91666666666667
2017-06-02 04:30:00,2017,6,2,4,30,5,0.0,0.0,0.0,70.31666666666666
2017-06-02 05:00:00,2017,6,2,5,0,5,0.0,0.0,0.0,69.65
2017-06-02 05:30:00,2017,6,2,5,30,5,0.0,0.0,0.0,71.48333333333333
2017-06-02 06:00:00,2017,6,2,6,0,5,0.0,0.0,0.0,70.33333333333333
2017-06-02 06:30:00,2017,6,2,6,30,5,0.0,0.0,0.0,68.56666666666666
2017-06-02 07:00:00,2017,6,2,7,0,5,0.0,0.0,0.0,64.60000000000001
2017-06-02 07:30:00,2017,6,2,7,30,5,0.0,0.0,0.0,45.31666666666666
2017-06-02 08:00:00,2017,6,2,8,0,5,0.0,0.0,0.0,33.46666666666667
2017-06-02 08:30:00,2017,6,2,8,30,5,0.0,0.0,0.0,29.600000000000005
2017-06-02 09:00:00,2017,6,2,9,0,5,0.0,0.0,0.0,28.233333333333334
2017-06-02 09:30:00,2017,6,2,9,30,5,0.0,0.0,0.0,31.75
2017-06-02 10:00:00,2017,6,2,10,0,5,0.0,0.0,0.0,50.9
2017-06-02 10:30:00,2017,6,2,10,30,5,0.0,0.0,0.0,63.45000000000001
2017-06-02 11:00:00,2017,6,2,11,0,5,0.0,0.0,0.0,62.46666666666667
2017-06-02 11:30:00,2017,6,2,11,30,5,0.0,0.0,0.0,62.08333333333332
2017-06-02 12:00:00,2017,6,2,12,0,5,0.0,0.0,0.0,62.383333333333326
2017-06-02 12:30:00,2017,6,2,12,30,5,0.0,0.0,0.0,61.6
2017-06-02 13:00:00,2017,6,2,13,0,5,0.0,0.0,0.0,48.56666666666667
2017-06-02 13:30:00,2017,6,2,13,30,5,0.0,0.0,0.0,36.45
2017-06-02 14:00:00,2017,6,2,14,0,5,0.0,0.0,0.0,44.9
2017-06-02 14:30:00,2017,6,2,14,30,5,0.0,0.0,0.0,53.31666666666666
2017-06-02 15:00:00,2017,6,2,15,0,5,0.0,0.0,0.0,57.849999999999994
2017-06-02 15:30:00,2017,6,2,15,30,5,0.0,0.0,0.0,58.15
2017-06-02 16:00:00,2017,6,2,16,0,5,0.0,0.0,0.0,55.599999999999994
2017-06-02 16:30:00,2017,6,2,16,30,5,0.0,0.0,0.0,54.716666666666676
2017-06-02 17:00:00,2017,6,2,17,0,5,0.0,0.0,0.0,53.849999999999994
2017-06-02 17:30:00,2017,6,2,17,30,5,0.0,0.0,0.0,56.383333333333326
2017-06-02 18:00:00,2017,6,2,18,0,5,0.0,0.0,0.0,55.21666666666667
2017-06-02 18:30:00,2017,6,2,18,30,5,0.0,0.0,0.0,59.61666666666665
2017-06-02 19:00:00,2017,6,2,19,0,5,0.0,0.0,0.0,65.84999999999998
2017-06-02 19:30:00,2017,6,2,19,30,5,0.0,0.0,0.0,66.96666666666667
2017-06-02 20:00:00,2017,6,2,20,0,5,0.0,0.0,0.0,67.91666666666667
2017-06-02 20:30:00,2017,6,2,20,30,5,0.0,0.0,0.0,66.86666666666666
2017-06-02 21:00:00,2017,6,2,21,0,5,0.0,0.0,0.0,68.73333333333333
2017-06-02 21:30:00,2017,6,2,21,30,5,0.0,0.0,0.0,70.48333333333333
2017-06-02 22:00:00,2017,6,2,22,0,5,0.0,0.0,0.0,69.81666666666666
2017-06-02 22:30:00,2017,6,2,22,30,5,0.0,0.0,0.0,70.91666666666667
2017-06-02 23:00:00,2017,6,2,23,0,5,0.0,0.0,0.0,70.43333333333335
2017-06-02 23:30:00,2017,6,2,23,30,5,0.0,0.0,0.0,72.26666666666668
2017-06-03 00:00:00,2017,6,3,0,0,6,0.0,0.0,0.0,70.48333333333333
2017-06-03 00:30:00,2017,6,3,0,30,6,0.0,0.0,0.0,70.16666666666667
2017-06-03 01:00:00,2017,6,3,1,0,6,0.0,0.0,0.0,69.66666666666667
2017-06-03 01:30:00,2017,6,3,1,30,6,0.0,0.0,0.0,69.73333333333333
2017-06-03 02:00:00,2017,6,3,2,0,6,0.0,0.0,0.0,69.41666666666667
2017-06-03 02:30:00,2017,6,3,2,30,6,0.0,0.0,0.0,70.18333333333334
2017-06-03 03:00:00,2017,6,3,3,0,6,0.0,0.0,0.0,69.73333333333333
2017-06-03 03:30:00,2017,6,3,3,30,6,0.0,0.0,0.0,70.23333333333332
2017-06-03 04:00:00,2017,6,3,4,0,6,0.0,0.0,0.0,69.73333333333333
2017-06-03 04:30:00,2017,6,3,4,30,6,0.0,0.0,0.0,69.86666666666666
2017-06-03 05:00:00,2017,6,3,5,0,6,0.0,0.0,0.0,69.91666666666667
2017-06-03 05:30:00,2017,6,3,5,30,6,0.0,0.0,0.0,69.35
2017-06-03 06:00:00,2017,6,3,6,0,6,0.0,0.0,0.0,70.18333333333334
2017-06-03 06:30:00,2017,6,3,6,30,6,0.0,0.0,0.0,69.83333333333333
2017-06-03 07:00:00,2017,6,3,7,0,6,0.0,0.0,0.0,71.66666666666667
2017-06-03 07:30:00,2017,6,3,7,30,6,0.0,0.0,0.0,70.28333333333333
2017-06-03 08:00:00,2017,6,3,8,0,6,0.0,0.0,0.0,70.64999999999999
2017-06-03 08:30:00,2017,6,3,8,30,6,0.0,0.0,0.0,69.81666666666666
2017-06-03 09:00:00,2017,6,3,9,0,6,0.0,0.0,0.0,67.35
2017-06-03 09:30:00,2017,6,3,9,30,6,0.0,0.0,0.0,66.78333333333335
2017-06-03 10:00:00,2017,6,3,10,0,6,0.0,0.0,0.0,67.43333333333334
2017-06-03 10:30:00,2017,6,3,10,30,6,0.0,0.0,0.0,64.56666666666666
2017-06-03 11:00:00,2017,6,3,11,0,6,0.0,0.0,0.0,65.86666666666666
2017-06-03 11:30:00,2017,6,3,11,30,6,0.0,0.0,0.0,66.41666666666667
2017-06-03 12:00:00,2017,6,3,12,0,6,0.0,0.0,0.0,65.88333333333333
2017-06-03 12:30:00,2017,6,3,12,30,6,0.0,0.0,0.0,59.06666666666666
2017-06-03 13:00:00,2017,6,3,13,0,6,0.0,0.0,0.0,62.9
2017-06-03 13:30:00,2017,6,3,13,30,6,0.0,0.0,0.0,58.449999999999996
2017-06-03 14:00:00,2017,6,3,14,0,6,0.0,0.0,0.0,40.916666666666664
2017-06-03 14:30:00,2017,6,3,14,30,6,0.0,0.0,0.0,42.79999999999999
2017-06-03 15:00:00,2017,6,3,15,0,6,0.0,0.0,0.0,54.96666666666666
2017-06-03 15:30:00,2017,6,3,15,30,6,0.0,0.0,0.0,60.06666666666666
2017-06-03 16:00:00,2017,6,3,16,0,6,0.0,0.0,0.0,61.68333333333334
2017-06-03 16:30:00,2017,6,3,16,30,6,0.0,0.0,0.0,61.18333333333334
2017-06-03 17:00:00,2017,6,3,17,0,6,0.0,0.0,0.0,54.73333333333333
2017-06-03 17:30:00,2017,6,3,17,30,6,0.0,0.0,0.0,59.78333333333333
2017-06-03 18:00:00,2017,6,3,18,0,6,0.0,0.0,0.0,63.666666666666664
2017-06-03 18:30:00,2017,6,3,18,30,6,0.0,0.0,0.0,65.21666666666667
2017-06-03 19:00:00,2017,6,3,19,0,6,0.0,0.0,0.0,65.98333333333333
2017-06-03 19:30:00,2017,6,3,19,30,6,0.0,0.0,0.0,65.21666666666665
2017-06-03 20:00:00,2017,6,3,20,0,6,0.0,0.0,0.0,64.55
2017-06-03 20:30:00,2017,6,3,20,30,6,0.0,0.0,0.0,64.36666666666666
2017-06-03 21:00:00,2017,6,3,21,0,6,0.0,0.0,0.0,68.38333333333334
2017-06-03 21:30:00,2017,6,3,21,30,6,0.0,0.0,0.0,70.11666666666667
2017-06-03 22:00:00,2017,6,3,22,0,6,0.0,0.0,0.0,68.25
2017-06-03 22:30:00,2017,6,3,22,30,6,0.0,0.0,0.0,70.53333333333335
2017-06-03 23:00:00,2017,6,3,23,0,6,0.0,0.0,0.0,70.46666666666667
2017-06-03 23:30:00,2017,6,3,23,30,6,0.0,0.0,0.0,71.18333333333334
2017-06-04 00:00:00,2017,6,4,0,0,7,0.0,0.0,0.0,70.46666666666665
2017-06-04 00:30:00,2017,6,4,0,30,7,0.0,0.0,0.0,70.45
2017-06-04 01:00:00,2017,6,4,1,0,7,0.0,0.0,0.0,70.58333333333333
2017-06-04 01:30:00,2017,6,4,1,30,7,0.0,0.0,0.0,70.03333333333333
2017-06-04 02:00:00,2017,6,4,2,0,7,0.0,0.0,0.0,70.26666666666667
2017-06-04 02:30:00,2017,6,4,2,30,7,0.0,0.0,0.0,70.15
2017-06-04 03:00:00,2017,6,4,3,0,7,0.0,0.0,0.0,68.48333333333333
2017-06-04 03:30:00,2017,6,4,3,30,7,0.0,0.0,0.0,68.88333333333333
2017-06-04 04:00:00,2017,6,4,4,0,7,0.0,0.0,0.0,69.86666666666666
2017-06-04 04:30:00,2017,6,4,4,30,7,0.0,0.0,0.0,69.89999999999999
2017-06-04 05:00:00,2017,6,4,5,0,7,0.0,0.0,0.0,70.36666666666667
2017-06-04 05:30:00,2017,6,4,5,30,7,0.0,0.0,0.0,70.68333333333332
2017-06-04 06:00:00,2017,6,4,6,0,7,0.0,0.0,0.0,70.39999999999999
2017-06-04 06:30:00,2017,6,4,6,30,7,0.0,0.0,0.0,70.16666666666667
2017-06-04 07:00:00,2017,6,4,7,0,7,0.0,0.0,0.0,70.28333333333332
2017-06-04 07:30:00,2017,6,4,7,30,7,0.0,0.0,0.0,70.86666666666667
2017-06-04 08:00:00,2017,6,4,8,0,7,0.0,0.0,0.0,70.3
2017-06-04 08:30:00,2017,6,4,8,30,7,0.0,0.0,0.0,70.35000000000001
2017-06-04 09:00:00,2017,6,4,9,0,7,0.0,0.0,0.0,71.3
2017-06-04 09:30:00,2017,6,4,9,30,7,0.0,0.0,0.0,70.69999999999999
2017-06-04 10:00:00,2017,6,4,10,0,7,0.0,0.0,0.0,67.61666666666666
2017-06-04 10:30:00,2017,6,4,10,30,7,0.0,0.0,0.0,65.89999999999999
2017-06-04 11:00:00,2017,6,4,11,0,7,0.0,0.0,0.0,67.16666666666667
2017-06-04 11:30:00,2017,6,4,11,30,7,0.0,0.0,0.0,65.61666666666667
2017-06-04 12:00:00,2017,6,4,12,0,7,0.0,0.0,0.0,65.51666666666667
2017-06-04 12:30:00,2017,6,4,12,30,7,0.0,0.0,0.0,64.33333333333333
2017-06-04 13:00:00,2017,6,4,13,0,7,0.0,0.0,0.0,64.73333333333333
2017-06-04 13:30:00,2017,6,4,13,30,7,0.0,0.0,0.0,61.699999999999996
2017-06-04 14:00:00,2017,6,4,14,0,7,0.0,0.0,0.0,63.050000000000004
2017-06-04 14:30:00,2017,6,4,14,30,7,0.0,0.0,0.0,48.416666666666664
2017-06-04 15:00:00,2017,6,4,15,0,7,0.0,0.0,0.0,54.333333333333336
2017-06-04 15:30:00,2017,6,4,15,30,7,0.0,0.0,0.0,63.96666666666666
2017-06-04 16:00:00,2017,6,4,16,0,7,0.0,0.0,0.0,63.666666666666664
2017-06-04 16:30:00,2017,6,4,16,30,7,0.0,0.0,0.0,63.916666666666664
2017-06-04 17:00:00,2017,6,4,17,0,7,0.0,0.0,0.0,65.38333333333333
2017-06-04 17:30:00,2017,6,4,17,30,7,0.0,0.0,0.0,65.66666666666667
2017-06-04 18:00:00,2017,6,4,18,0,7,0.0,0.0,0.0,64.93333333333332
2017-06-04 18:30:00,2017,6,4,18,30,7,0.0,0.0,0.0,65.45
