stamp,year,month,day,hour,minute,weekday,holiday,daylight,rain,volume
2017-06-01 00:00:00,2017,6,1,0,0,4,0.0,0.0,0.0,67.05833333333334
2017-06-01 01:00:00,2017,6,1,1,0,4,0.0,0.0,0.0,66.59166666666667
2017-06-01 02:00:00,2017,6,1,2,0,4,0.0,0.0,0.0,66.65833333333335
2017-06-01 03:00:00,2017,6,1,3,0,4,0.0,0.0,0.0,65.27499999999999
2017-06-01 04:00:00,2017,6,1,4,0,4,0.0,0.0,0.0,66.275
2017-06-01 05:00:00,2017,6,1,5,0,4,0.0,0.0,0.0,67.55
2017-06-01 06:00:00,2017,6,1,6,0,4,0.0,0.0,0.0,64.03333333333333
2017-06-01 07:00:00,2017,6,1,7,0,4,0.0,0.0,0.0,62.425000000000004
2017-06-01 08:00:00,2017,6,1,8,0,4,0.0,0.0,0.0,60.28333333333333
2017-06-01 09:00:00,2017,6,1,9,0,4,0.0,0.0,0.0,61.63333333333333
2017-06-01 10:00:00,2017,6,1,10,0,4,0.0,0.0,0.0,62.333333333333336
2017-06-01 11:00:00,2017,6,1,11,0,4,0.0,0.0,0.0,63.833333333333336
2017-06-01 12:00:00,2017,6,1,12,0,4,0.0,0.0,0.0,63.00833333333333
2017-06-01 13:00:00,2017,6,1,13,0,4,0.0,0.0,0.0,61.93333333333334
2017-06-01 14:00:00,2017,6,1,14,0,4,0.0,0.0,0.0,63.51666666666666
2017-06-01 15:00:00,2017,6,1,15,0,4,0.0,0.0,0.0,59.06666666666666
2017-06-01 16:00:00,2017,6,1,16,0,4,0.0,0.0,0.0,58.59166666666667
2017-06-01 17:00:00,2017,6,1,17,0,4,0.0,0.0,0.0,60.4
2017-06-01 18:00:00,2017,6,1,18,0,4,0.0,0.0,0.0,63.61666666666667
2017-06-01 19:00:00,2017,6,1,19,0,4,0.0,0.0,0.0,69.60000000000001
2017-06-01 20:00:00,2017,6,1,20,0,4,0.0,0.0,0.0,69.53333333333333
2017-06-01 21:00:00,2017,6,1,21,0,4,0.0,0.0,0.0,71.48333333333333
2017-06-01 22:00:00,2017,6,1,22,0,4,0.0,0.0,0.0,69.89166666666667
2017-06-01 23:00:00,2017,6,1,23,0,4,0.0,0.0,0.0,68.08333333333333
2017-06-02 00:00:00,2017,6,2,0,0,5,0.0,0.0,0.0,66.60000000000001
2017-06-02 01:00:00,2017,6,2,1,0,5,0.0,0.0,0.0,65.73333333333333
2017-06-02 02:00:00,2017,6,2,2,0,5,0.0,0.0,0.0,65.34166666666667
2017-06-02 03:00:00,2017,6,2,3,0,5,0.0,0.0,0.0,66.27499999999999
2017-06-02 04:00:00,2017,6,2,4,0,5,0.0,0.0,0.0,64.90833333333333
2017-06-02 05:00:00,2017,6,2,5,0,5,0.0,0.0,0.0,67.60833333333333
2017-06-02 06:00:00,2017,6,2,6,0,5,0.0,0.0,0.0,60.39166666666666
2017-06-02 07:00:00,2017,6,2,7,0,5,0.0,0.0,0.0,60.28333333333333
2017-06-02 08:00:00,2017,6,2,8,0,5,0.0,0.0,0.0,56.958333333333336
2017-06-02 09:00:00,2017,6,2,9,0,5,0.0,0.0,0.0,57.07500000000001
2017-06-02 10:00:00,2017,6,2,10,0,5,0.0,0.0,0.0,56.98333333333334
2017-06-02 11:00:00,2017,6,2,11,0,5,0.0,0.0,0.0,60.099999999999994
2017-06-02 12:00:00,2017,6,2,12,0,5,0.0,0.0,0.0,59.849999999999994
2017-06-02 13:00:00,2017,6,2,13,0,5,0.0,0.0,0.0,48.85
2017-06-02 14:00:00,2017,6,2,14,0,5,0.0,0.0,0.0,22.21666666666667
2017-06-02 15:00:00,2017,6,2,15,0,5,0.0,0.0,0.0,20.908333333333335
2017-06-02 16:00:00,2017,6,2,16,0,5,0.0,0.0,0.0,18.60833333333333
2017-06-02 17:00:00,2017,6,2,17,0,5,0.0,0.0,0.0,42.483333333333334
2017-06-02 18:00:00,2017,6,2,18,0,5,0.0,0.0,0.0,62.466666666666676
2017-06-02 19:00:00,2017,6,2,19,0,5,0.0,0.0,0.0,66.99166666666666
2017-06-02 20:00:00,2017,6,2,20,0,5,0.0,0.0,0.0,68.11666666666667
2017-06-02 21:00:00,2017,6,2,21,0,5,0.0,0.0,0.0,67.2
2017-06-02 22:00:00,2017,6,2,22,0,5,0.0,0.0,0.0,67.15833333333335
2017-06-02 23:00:00,2017,6,2,23,0,5,0.0,0.0,0.0,67.14999999999999
2017-06-03 00:00:00,2017,6,3,0,0,6,0.0,0.0,0.0,66.74166666666667
2017-06-03 01:00:00,2017,6,3,1,0,6,0.0,0.0,0.0,66.09166666666667
2017-06-03 02:00:00,2017,6,3,2,0,6,0.0,0.0,0.0,65.45833333333334
2017-06-03 03:00:00,2017,6,3,3,0,6,0.0,0.0,0.0,66.60000000000001
2017-06-03 04:00:00,2017,6,3,4,0,6,0.0,0.0,0.0,64.59166666666668
2017-06-03 05:00:00,2017,6,3,5,0,6,0.0,0.0,0.0,64.97500000000001
